[2026-07-29 18:03:06] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.24, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:34:41] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.09, activeSessions: 4211, failedAuthentications: 4
[2026-07-30 06:34:51] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.87, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:35:01] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.62, activeSessions: 4199, failedAuthentications: 4
[2026-07-30 06:35:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.5, activeSessions: 4187, failedAuthentications: 4
[2026-07-30 06:35:21] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.07, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 06:35:31] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.6, activeSessions: 4213, failedAuthentications: 4
[2026-07-30 06:35:41] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.04, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 06:35:51] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.26, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:36:01] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.21, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 06:36:11] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.2, activeSessions: 4217, failedAuthentications: 4
[2026-07-30 06:36:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.17, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:36:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.89, activeSessions: 4175, failedAuthentications: 4
[2026-07-30 06:36:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.44, activeSessions: 4211, failedAuthentications: 4
[2026-07-30 06:36:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.05, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 06:37:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.36, activeSessions: 4215, failedAuthentications: 4
[2026-07-30 06:37:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.41, activeSessions: 4187, failedAuthentications: 4
[2026-07-30 06:37:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.96, activeSessions: 4180, failedAuthentications: 4
[2026-07-30 06:37:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.9, activeSessions: 4184, failedAuthentications: 4
[2026-07-30 06:37:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.49, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:37:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.19, activeSessions: 4211, failedAuthentications: 4
[2026-07-30 06:38:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.17, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:38:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.52, activeSessions: 4202, failedAuthentications: 4
[2026-07-30 06:38:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.39, activeSessions: 4184, failedAuthentications: 4
[2026-07-30 06:38:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.25, activeSessions: 4190, failedAuthentications: 4
[2026-07-30 06:38:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.18, activeSessions: 4217, failedAuthentications: 4
[2026-07-30 06:38:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.45, activeSessions: 4194, failedAuthentications: 4
[2026-07-30 06:39:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.73, activeSessions: 4224, failedAuthentications: 4
[2026-07-30 06:39:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.25, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:39:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.06, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:39:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.4, activeSessions: 4224, failedAuthentications: 4
[2026-07-30 06:39:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.91, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:39:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.85, activeSessions: 4189, failedAuthentications: 4
[2026-07-30 06:40:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.48, activeSessions: 4214, failedAuthentications: 5
[2026-07-30 06:40:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.53, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:40:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.77, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 06:40:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.23, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 06:40:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.03, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:40:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.5, activeSessions: 4198, failedAuthentications: 4
[2026-07-30 06:41:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.14, activeSessions: 4205, failedAuthentications: 4
[2026-07-30 06:41:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.98, activeSessions: 4197, failedAuthentications: 4
[2026-07-30 06:41:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.49, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:41:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.45, activeSessions: 4216, failedAuthentications: 4
[2026-07-30 06:41:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.02, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:41:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.75, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 06:42:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.89, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:42:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.06, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 06:42:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.68, activeSessions: 4220, failedAuthentications: 4
[2026-07-30 06:42:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.7, activeSessions: 4185, failedAuthentications: 4
[2026-07-30 06:42:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.88, activeSessions: 4183, failedAuthentications: 4
[2026-07-30 06:42:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.2, activeSessions: 4219, failedAuthentications: 4
[2026-07-30 06:43:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.5, activeSessions: 4219, failedAuthentications: 4
[2026-07-30 06:43:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.79, activeSessions: 4220, failedAuthentications: 4
[2026-07-30 06:43:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.29, activeSessions: 4205, failedAuthentications: 4
[2026-07-30 06:43:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.04, activeSessions: 4211, failedAuthentications: 4
[2026-07-30 06:43:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.52, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:43:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.29, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 06:44:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.16, activeSessions: 4203, failedAuthentications: 4
[2026-07-30 06:44:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.61, activeSessions: 4180, failedAuthentications: 4
[2026-07-30 06:44:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.04, activeSessions: 4214, failedAuthentications: 4
[2026-07-30 06:44:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.21, activeSessions: 4182, failedAuthentications: 4
[2026-07-30 06:44:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.01, activeSessions: 4182, failedAuthentications: 4
[2026-07-30 06:44:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.78, activeSessions: 4196, failedAuthentications: 4
[2026-07-30 06:45:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.81, activeSessions: 4184, failedAuthentications: 4
[2026-07-30 06:45:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.31, activeSessions: 4195, failedAuthentications: 4
[2026-07-30 06:45:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.59, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:45:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.27, activeSessions: 4181, failedAuthentications: 4
[2026-07-30 06:45:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.47, activeSessions: 4221, failedAuthentications: 4
[2026-07-30 06:45:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.31, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:46:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.96, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:46:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.19, activeSessions: 4204, failedAuthentications: 4
[2026-07-30 06:46:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.24, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 06:46:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.4, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 06:46:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.74, activeSessions: 4176, failedAuthentications: 4
[2026-07-30 06:46:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.35, activeSessions: 4209, failedAuthentications: 4
[2026-07-30 06:47:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.84, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:47:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.85, activeSessions: 4197, failedAuthentications: 4
[2026-07-30 06:47:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.24, activeSessions: 4210, failedAuthentications: 4
[2026-07-30 06:47:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.48, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:47:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.6, activeSessions: 4223, failedAuthentications: 4
[2026-07-30 06:47:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.13, activeSessions: 4183, failedAuthentications: 4
[2026-07-30 06:48:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.41, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:48:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.51, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:48:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.16, activeSessions: 4195, failedAuthentications: 4
[2026-07-30 06:48:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.86, activeSessions: 4224, failedAuthentications: 4
[2026-07-30 06:48:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.02, activeSessions: 4183, failedAuthentications: 4
[2026-07-30 06:48:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.3, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:49:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.68, activeSessions: 4224, failedAuthentications: 4
[2026-07-30 06:49:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.31, activeSessions: 4196, failedAuthentications: 4
[2026-07-30 06:49:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.32, activeSessions: 4203, failedAuthentications: 4
[2026-07-30 06:49:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.23, activeSessions: 4194, failedAuthentications: 4
[2026-07-30 06:49:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.54, activeSessions: 4210, failedAuthentications: 4
[2026-07-30 06:49:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.53, activeSessions: 4221, failedAuthentications: 4
[2026-07-30 06:50:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.16, activeSessions: 4176, failedAuthentications: 4
[2026-07-30 06:50:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.01, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 06:50:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.86, activeSessions: 4190, failedAuthentications: 4
[2026-07-30 06:50:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.6, activeSessions: 4213, failedAuthentications: 4
[2026-07-30 06:50:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.96, activeSessions: 4205, failedAuthentications: 4
[2026-07-30 06:50:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.09, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:51:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.56, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 06:51:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.36, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:51:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.74, activeSessions: 4178, failedAuthentications: 4
[2026-07-30 06:51:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.07, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 06:51:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.36, activeSessions: 4180, failedAuthentications: 4
[2026-07-30 06:51:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.18, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 06:52:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.6, activeSessions: 4211, failedAuthentications: 4
[2026-07-30 06:52:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.65, activeSessions: 4204, failedAuthentications: 4
[2026-07-30 06:52:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.82, activeSessions: 4194, failedAuthentications: 4
[2026-07-30 06:52:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.85, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 06:52:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.4, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:52:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:53:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.55, activeSessions: 4197, failedAuthentications: 4
[2026-07-30 06:53:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.69, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 06:53:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.04, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:53:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.56, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:53:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.78, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:53:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.79, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:54:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.7, activeSessions: 4193, failedAuthentications: 4
[2026-07-30 06:54:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118, activeSessions: 4176, failedAuthentications: 4
[2026-07-30 06:54:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.26, activeSessions: 4175, failedAuthentications: 4
[2026-07-30 06:54:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.04, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:54:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.05, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:54:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.06, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 06:55:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.59, activeSessions: 4215, failedAuthentications: 4
[2026-07-30 06:55:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.67, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:55:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.8, activeSessions: 4205, failedAuthentications: 4
[2026-07-30 06:55:32] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.77, activeSessions: 4213, failedAuthentications: 4
[2026-07-30 06:55:42] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.72, activeSessions: 4210, failedAuthentications: 4
[2026-07-30 06:55:52] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.87, activeSessions: 4207, failedAuthentications: 4
[2026-07-30 06:56:02] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.24, activeSessions: 4203, failedAuthentications: 4
[2026-07-30 06:56:12] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.88, activeSessions: 4219, failedAuthentications: 4
[2026-07-30 06:56:22] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.28, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 06:56:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.85, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 06:56:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.59, activeSessions: 4182, failedAuthentications: 4
[2026-07-30 06:56:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.44, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 06:57:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.38, activeSessions: 4223, failedAuthentications: 4
[2026-07-30 06:57:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.71, activeSessions: 4203, failedAuthentications: 4
[2026-07-30 06:57:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.74, activeSessions: 4178, failedAuthentications: 4
[2026-07-30 06:57:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.56, activeSessions: 4223, failedAuthentications: 4
[2026-07-30 06:57:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.8, activeSessions: 4213, failedAuthentications: 4
[2026-07-30 06:57:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.24, activeSessions: 4197, failedAuthentications: 4
[2026-07-30 06:58:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.37, activeSessions: 4206, failedAuthentications: 4
[2026-07-30 06:58:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.85, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 06:58:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.91, activeSessions: 4178, failedAuthentications: 4
[2026-07-30 06:58:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.25, activeSessions: 4223, failedAuthentications: 4
[2026-07-30 06:58:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.09, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 06:58:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.05, activeSessions: 4178, failedAuthentications: 4
